Date,Active energy burned(Cal),Apple Watch stand hours(hr),Basal energy burned(Cal),Distance cycling(mi),Distance walking / running(mi),Exercise time(min),Flights climbed(count),Heart rate(count/min),Resting heart rate(count/min),Stand time(min),Step count(count),Walking heart rate average(count/min)
2022-02-28,564.966,11.000,1846.382,,1.310,54.000,,58.710,45.000,85.000,2410.000,104.000
2022-03-01,820.339,15.000,1887.561,,4.354,96.000,2.000,64.035,47.000,148.000,8158.000,103.000
2022-03-02,465.874,16.000,1868.042,,3.148,31.000,6.017,61.150,51.000,92.000,5832.000,96.000
2022-03-03,580.684,15.000,1879.706,,4.354,51.000,11.800,59.661,50.000,113.000,8054.869,94.000
2022-03-04,411.747,10.000,1864.826,,2.747,38.000,4.000,58.436,48.000,65.000,5141.000,99.000
2022-03-05,1303.419,15.000,1924.935,,5.833,175.000,8.000,68.181,49.000,262.000,11076.984,112.000
2022-03-06,533.504,12.000,1831.727,,2.148,62.000,3.000,65.553,53.000,96.000,4087.000,99.000
2022-03-07,1129.193,16.000,1870.654,14.270,4.275,142.000,8.000,67.029,48.000,178.000,8146.000,101.000
2022-03-08,1044.302,13.000,1869.158,,3.474,140.000,4.000,66.615,48.000,157.000,6565.000,91.000
2022-03-09,423.504,14.000,1859.075,,2.963,32.000,5.000,59.697,49.000,69.000,5554.550,99.000
2022-03-10,1141.052,14.000,1888.205,,4.660,127.000,16.000,66.618,48.000,188.000,8873.902,102.000
2022-03-11,455.182,11.000,1848.548,,3.636,44.000,3.000,61.087,52.000,81.000,6891.000,102.000
2022-03-12,1044.052,14.000,1916.493,,9.432,139.000,22.000,62.431,48.000,205.000,17579.000,105.000
2022-03-13,878.055,13.000,1753.044,,5.438,119.000,8.000,78.598,61.000,196.000,10522.000,104.000
2022-03-14,549.639,15.000,1877.543,,3.260,50.000,3.000,63.439,49.000,112.000,6127.000,109.000
2022-03-15,675.576,18.000,1899.055,,4.967,54.000,4.000,62.678,47.000,116.000,9241.435,94.000
2022-03-16,505.166,13.000,1870.404,,3.800,56.000,4.000,63.629,62.000,97.000,7344.096,90.000
2022-03-17,469.600,11.000,1922.322,,2.498,27.000,4.000,61.876,65.000,86.000,4767.000,92.000
2022-03-18,460.367,14.000,1880.584,,3.071,31.000,6.031,66.551,64.000,93.000,5857.000,96.000
2022-03-19,410.587,13.000,1842.849,,3.053,28.000,6.000,58.143,58.000,86.000,5792.430,89.000
2022-03-20,597.600,13.000,1865.297,,3.806,69.000,2.000,60.262,61.000,112.000,7330.468,93.000
2022-03-21,569.113,13.000,1874.949,,4.843,82.000,5.000,61.044,57.000,127.000,9345.000,91.000
2022-03-22,357.152,14.000,1853.171,,2.086,22.000,2.000,58.621,49.000,66.000,4020.655,93.000
2022-03-23,430.054,12.000,1871.456,,2.610,23.000,3.000,59.116,47.000,81.000,4990.000,91.000
2022-03-24,426.015,12.000,1863.244,,2.723,21.000,2.000,58.769,50.000,97.000,5113.000,92.000
2022-03-25,528.636,16.000,1894.636,,3.313,34.000,10.000,61.776,47.000,106.000,6341.623,87.000
2022-03-26,455.181,14.000,1877.737,,2.793,9.000,2.000,67.868,55.000,88.000,5212.365,104.500
2022-03-27,276.559,10.000,1820.247,,1.941,10.000,4.000,70.247,48.000,57.000,3737.000,88.000
2022-03-28,597.363,8.000,1823.972,,5.840,98.000,2.000,57.088,44.000,114.000,10922.000,93.000
2022-03-29,447.990,12.000,1855.000,,2.045,51.000,2.000,58.634,56.000,99.000,3987.000,98.000
2022-03-30,300.685,10.000,1836.136,,2.046,23.000,2.000,58.520,59.000,51.000,3902.000,88.000
2022-03-31,188.293,7.000,1807.514,,0.608,2.000,1.000,64.020,65.000,37.000,1171.000,103.000
2022-04-01,312.952,13.000,1866.326,,1.337,2.000,1.000,74.432,61.000,53.000,2441.000,161.000
2022-04-02,566.887,14.000,1897.315,,4.828,25.000,3.000,61.143,57.000,144.000,9145.000,106.000
2022-04-03,322.862,10.000,1841.649,,2.978,11.000,7.000,58.900,61.000,54.000,5741.910,95.000
2022-04-04,393.837,12.000,1838.147,,3.075,42.000,4.000,60.285,60.000,78.000,5960.000,95.000
2022-04-05,417.464,12.000,1832.365,,3.125,41.000,3.000,57.961,57.000,77.000,5941.000,93.000
2022-04-06,497.303,13.000,1846.424,,3.338,51.000,9.000,58.576,63.000,102.000,6212.000,96.000
2022-04-07,587.617,16.000,1884.006,,3.367,41.000,4.000,59.374,59.000,112.000,6244.000,98.000
2022-04-08,410.618,11.000,1845.202,,2.708,37.000,2.000,58.180,58.000,59.000,5066.436,103.000
2022-04-09,1212.481,15.000,1919.868,,9.640,164.000,19.000,67.848,68.000,248.000,17977.487,114.000
2022-04-10,823.340,13.000,1870.925,,4.384,123.000,3.000,66.420,63.000,182.000,8435.000,95.000
2022-04-11,822.042,14.000,1867.867,9.530,3.614,101.000,2.000,62.369,58.000,143.000,7025.000,86.000
2022-04-12,768.250,15.000,1873.204,,3.852,111.000,4.000,64.029,50.000,168.000,7244.000,99.000
2022-04-13,936.734,15.000,1883.227,13.730,4.171,102.000,6.000,71.069,52.000,163.000,7880.419,99.000
2022-04-14,424.894,15.000,1847.501,,2.955,32.000,10.000,59.592,51.000,95.000,5683.590,87.000
2022-04-15,599.919,16.000,1898.696,,4.792,33.000,3.000,58.910,48.000,179.000,9211.000,101.000
2022-04-16,596.063,13.000,1888.908,,5.206,69.000,5.000,65.398,58.000,135.000,9780.000,95.000
2022-04-17,479.154,12.000,1900.759,,3.624,44.000,2.000,59.984,62.000,123.000,7120.000,97.000
2022-04-18,380.155,15.000,1857.240,,2.417,24.000,3.000,58.202,49.000,67.000,4645.000,95.000
2022-04-19,320.764,14.000,1869.942,,1.440,,,56.066,62.118,60.000,2744.000,
2022-04-20,570.307,14.000,1891.857,,4.453,45.000,12.000,59.421,62.000,126.000,8563.000,89.000
2022-04-21,445.806,13.000,1864.668,,3.477,40.000,3.000,60.321,59.000,86.000,6375.787,92.000
2022-04-22,506.876,14.000,1858.418,,4.355,38.000,5.000,61.900,58.000,110.000,8445.000,96.000
2022-04-23,765.509,16.000,1908.157,,7.248,56.000,14.000,62.756,51.000,193.000,14087.000,96.000
2022-04-24,442.246,12.000,1859.770,,2.908,38.000,8.000,66.479,57.000,102.000,5606.000,85.000
2022-04-25,818.431,14.000,1868.503,9.630,3.310,105.000,5.000,61.693,54.000,153.000,6428.000,90.000
2022-04-26,765.978,13.000,1875.749,4.794,4.536,90.000,8.000,65.190,48.000,138.000,8549.000,98.000
2022-04-27,1068.690,14.000,1887.611,,5.258,168.000,4.868,66.172,56.000,208.000,10194.000,97.000
2022-04-28,530.185,13.000,1862.751,,2.220,55.000,3.000,60.014,56.000,103.000,4238.000,93.500
2022-04-29,607.963,15.000,1860.813,,3.343,93.000,3.000,58.944,56.000,165.000,6502.000,85.500
2022-04-30,478.443,12.000,1912.856,,3.351,30.000,2.000,59.326,60.000,96.000,6537.000,93.000
2022-05-01,313.733,3.000,1797.710,,1.163,1.000,3.000,66.645,59.000,19.000,2221.000,
2022-05-02,942.597,14.000,1861.350,11.150,3.458,106.000,2.000,61.799,60.053,171.000,6697.000,93.000
2022-05-03,786.358,15.000,1905.646,,2.785,99.000,5.000,60.046,57.000,164.000,5205.000,85.000
2022-05-04,735.383,14.000,1899.397,,6.324,80.000,8.000,63.611,64.000,244.000,12198.000,92.000
2022-05-05,419.340,12.000,1859.095,,3.288,40.000,1.000,59.736,58.000,109.000,6389.000,81.000
2022-05-06,557.144,15.000,1885.779,,3.354,33.000,9.000,62.794,60.000,142.000,6575.028,94.000
2022-05-07,674.931,15.000,1912.356,,5.474,47.000,11.000,70.302,58.000,224.000,10668.014,90.000
2022-05-08,526.429,13.000,1903.569,1.171,4.095,27.000,3.000,65.640,66.000,127.000,7885.000,101.000
2022-05-09,446.058,2.000,1231.593,,1.232,3.000,6.000,57.493,58.000,6.000,2545.000,84.000
2022-05-10,386.434,,,,2.655,,6.000,57.486,,,5635.000,
2022-05-11,836.715,14.000,1240.386,5.213,6.929,84.000,2.000,70.686,75.636,290.000,13036.000,99.000
2022-05-12,1483.932,14.000,1920.796,2.900,12.871,238.000,24.000,68.493,64.000,354.000,23502.000,99.000
2022-05-13,718.221,13.000,1937.988,,6.324,45.000,9.000,60.946,58.000,183.000,11966.000,88.000
2022-05-14,794.171,17.000,1949.569,,6.680,35.000,7.149,68.908,64.000,206.000,12752.110,92.000
2022-05-15,518.769,10.000,1900.369,,4.110,29.000,18.000,64.050,61.000,141.000,7775.890,105.500
2022-05-16,1078.932,16.000,1912.712,2.935,9.807,153.000,7.000,63.211,65.668,319.000,17954.000,89.000
2022-05-17,863.979,15.000,1897.736,2.915,3.882,104.000,3.000,65.573,61.774,249.000,7485.000,91.000
2022-05-18,477.218,14.000,1903.007,,3.620,5.000,3.000,60.807,66.844,179.000,6833.000,77.000
2022-05-19,693.991,12.000,1862.763,,4.940,97.000,6.000,62.358,65.201,147.000,9507.815,115.000
2022-05-20,1086.728,14.000,1894.584,17.190,4.499,114.000,6.663,67.862,62.000,177.000,8751.666,87.000
2022-05-21,823.078,14.000,1919.441,,3.897,118.000,3.000,73.864,63.000,199.000,7412.000,93.000
2022-05-22,865.766,15.000,1891.803,3.989,6.677,119.000,13.000,71.420,61.000,200.000,12786.000,89.000
2022-05-23,1087.919,14.000,1884.210,20.804,4.766,145.000,3.000,69.749,65.359,220.000,8949.000,89.000
2022-05-24,692.272,13.000,1846.422,5.404,3.599,83.000,5.000,67.029,61.000,136.000,6769.000,89.000
2022-05-25,270.133,11.000,1856.731,,0.860,2.000,1.000,59.061,57.000,44.000,1607.000,78.000
2022-05-26,498.098,12.000,1884.738,,3.675,39.000,6.000,57.924,58.000,115.000,7003.000,82.000
2022-05-27,371.868,12.000,1886.745,,1.854,17.000,5.000,62.528,52.000,50.000,3521.340,116.000
2022-05-28,589.292,15.000,1884.270,,5.039,25.000,10.000,55.344,56.000,217.000,9243.970,
2022-05-29,857.004,10.000,1856.681,8.097,4.426,72.000,19.000,64.382,49.000,141.000,8449.250,92.000
2022-05-30,318.714,8.000,1733.432,,1.929,17.000,3.000,60.903,72.000,54.000,3499.228,91.000
2022-05-31,460.162,13.000,1863.586,,2.207,45.000,4.000,61.372,59.441,92.000,4242.000,89.000
2022-06-01,380.259,11.000,1852.605,1.437,1.776,23.000,2.000,57.687,61.350,74.000,3466.000,85.000
2022-06-02,474.733,11.000,1878.160,,2.195,57.000,1.000,61.199,62.505,94.000,4248.000,93.000
2022-06-03,978.612,15.000,1926.010,2.641,6.833,116.000,2.000,67.582,63.182,238.000,12972.000,92.000
2022-06-04,759.208,16.000,1922.870,,6.470,46.000,8.000,74.315,65.000,270.000,12761.680,89.000
2022-06-05,634.385,15.000,1895.208,,6.078,24.000,3.000,64.419,54.000,223.000,11582.320,87.000
2022-06-06,422.303,11.000,1851.511,,1.650,44.000,1.000,55.934,56.000,85.000,3041.788,90.000
2022-06-07,650.460,14.000,1859.236,2.907,2.946,71.000,2.000,62.572,61.315,154.000,5744.000,86.000
2022-06-08,845.250,14.000,1900.734,5.804,4.648,95.000,10.000,65.084,65.000,173.000,8837.000,90.500
2022-06-09,678.794,13.000,1880.103,5.799,5.247,92.000,5.000,66.647,57.000,141.000,9898.326,89.000
2022-06-10,480.092,13.000,1849.202,,3.456,53.000,3.000,59.428,55.000,90.000,6588.000,92.000
2022-06-11,801.328,13.000,1934.569,2.925,5.764,75.000,3.000,63.897,60.000,216.000,11040.778,93.000
2022-06-12,463.316,8.000,1729.383,,2.534,7.000,4.000,65.107,63.000,71.000,4953.785,86.000
2022-06-13,502.992,13.000,1870.161,,4.091,36.000,4.000,58.168,61.000,131.000,7956.000,87.000
2022-06-14,446.164,15.000,1880.072,,2.819,9.000,4.000,58.226,56.000,130.000,5401.000,86.000
2022-06-15,462.365,14.000,1860.844,,2.783,42.000,3.000,59.662,59.000,93.000,5157.000,96.000
2022-06-16,415.370,14.000,1853.330,,2.656,28.000,3.000,58.523,60.000,84.000,5075.000,89.000
2022-06-17,533.097,7.000,1401.377,,3.797,13.000,7.000,59.249,66.000,122.000,7398.218,79.000
2022-06-18,800.068,,,,6.915,,14.000,56.853,,,13456.000,
2022-06-19,686.014,,,,2.005,,3.000,62.884,,,4030.000,
2022-06-20,373.307,4.000,455.490,,2.966,,,54.208,57.000,43.000,5671.000,89.000
2022-06-21,684.413,15.000,1888.827,,5.337,69.000,8.000,61.904,67.281,160.000,10450.000,87.000
2022-06-22,755.964,17.000,1935.137,,3.441,69.000,,63.479,64.463,153.000,6515.000,81.000
2022-06-23,535.601,14.000,1879.108,,3.966,33.000,6.000,61.228,65.618,140.000,7497.003,88.000
2022-06-24,1051.806,16.000,1912.357,,6.026,99.000,9.000,69.559,69.995,211.000,11552.726,87.000
2022-06-25,897.528,14.000,1905.375,14.240,4.170,78.000,1.000,71.985,57.000,201.000,8021.844,89.500
2022-06-26,743.472,13.000,1881.507,,6.799,89.000,26.000,57.732,57.000,238.000,12840.000,93.000
2022-06-27,750.581,14.000,1892.894,,3.341,94.000,12.000,58.289,62.710,181.000,6231.000,87.000
2022-06-28,727.197,13.000,1888.087,,5.417,82.000,19.000,62.629,58.000,152.000,10415.000,89.000
2022-06-29,818.751,13.000,1890.508,2.906,4.605,96.000,7.000,64.232,62.000,180.000,8799.222,108.000
2022-06-30,1056.817,16.000,1915.702,3.190,9.343,134.000,11.000,66.674,63.000,278.000,17321.662,93.000
2022-07-01,714.583,15.000,1919.229,,6.928,47.000,1.000,61.965,58.000,215.000,13278.000,88.000
2022-07-02,677.836,9.000,1846.393,,6.869,110.000,,67.927,61.000,153.000,13503.000,87.000
2022-07-03,707.290,15.000,1936.439,,5.608,60.000,16.000,60.664,61.000,172.000,10706.540,89.000
2022-07-04,319.419,6.000,1690.766,,1.188,1.000,4.000,76.034,69.000,15.000,2389.750,
2022-07-05,520.272,13.000,1798.612,,4.320,53.000,6.000,57.986,53.000,126.000,8094.000,89.000
2022-07-06,417.375,13.000,1863.215,,2.703,29.000,6.000,57.138,59.000,120.000,5030.000,82.000
2022-07-07,788.724,15.000,1912.639,,6.692,46.000,25.795,67.083,65.000,181.000,12970.000,93.500
2022-07-08,518.300,6.000,1801.714,,5.114,10.000,21.000,72.536,63.000,41.000,10791.000,103.000
2022-07-09,721.297,4.000,1760.571,,5.836,2.000,16.000,66.740,,24.000,11546.000,
2022-07-10,352.144,9.000,1814.961,,2.252,8.000,4.000,59.472,62.000,73.000,4314.071,99.500
2022-07-11,644.687,13.000,1890.239,,5.008,63.000,6.000,64.347,56.000,137.000,9525.845,107.000
2022-07-12,696.937,15.000,1904.915,,5.907,60.000,5.000,72.696,62.000,169.000,11176.366,104.000
2022-07-13,837.310,15.000,1925.984,,6.886,94.000,11.000,82.186,63.000,146.000,12793.490,107.000
2022-07-14,517.063,12.000,1906.377,,3.517,48.000,4.000,62.868,65.000,91.000,6684.942,96.500
2022-07-15,615.225,16.000,1922.133,,2.940,19.000,12.000,74.166,62.000,109.000,5581.159,93.000
2022-07-16,616.639,14.000,1889.576,,4.632,43.000,,64.026,51.000,133.000,8720.771,110.000
2022-07-17,543.083,13.000,1865.097,,3.238,45.000,1.000,60.230,61.000,144.000,6211.000,87.000
2022-07-18,683.740,14.000,1878.674,,4.163,75.000,6.000,61.284,59.000,127.000,8148.000,87.000
2022-07-19,1016.162,14.000,1879.208,,2.884,123.000,6.000,67.166,64.000,156.000,5488.000,103.000
2022-07-20,491.060,13.000,1840.929,,2.870,50.000,6.000,64.012,64.000,94.000,5359.000,94.000
2022-07-21,1184.615,12.000,1876.286,3.172,7.437,172.000,11.000,74.061,60.000,225.000,13753.000,106.000
2022-07-22,859.904,15.000,1914.857,5.600,3.620,60.000,2.000,67.164,59.000,152.000,6924.000,95.000
2022-07-23,949.714,15.000,1897.631,,3.822,83.000,7.000,75.047,59.000,174.000,7108.000,103.500
2022-07-24,545.026,14.000,1885.910,,4.688,56.000,7.000,61.374,56.000,109.000,8930.088,100.000
2022-07-25,828.083,14.000,1861.570,13.210,2.908,66.000,6.000,60.283,57.000,144.000,5538.000,98.000
2022-07-26,781.264,12.000,1872.743,,6.404,105.000,10.000,62.791,58.000,170.000,12035.000,96.500
2022-07-27,1158.067,14.000,1882.850,,6.641,138.000,8.000,64.418,64.000,255.000,12219.000,96.000
2022-07-28,761.774,15.000,1926.833,,5.571,55.000,8.000,63.274,64.000,203.000,10631.956,97.000
2022-07-29,1234.422,18.000,1929.505,,11.997,132.000,7.000,69.478,70.000,336.000,22026.083,91.000
2022-07-30,531.441,13.000,1897.193,,4.651,12.000,3.000,71.019,57.000,136.000,8827.961,88.000
2022-07-31,1581.245,17.000,1935.037,,13.846,128.000,4.000,73.603,60.000,316.000,23807.000,98.000
2022-08-01,449.231,13.000,1856.564,,3.207,33.000,,60.848,53.000,107.000,6261.000,82.000
2022-08-02,476.888,12.000,1891.389,,1.587,35.000,5.000,57.682,57.000,83.000,3117.000,91.500
2022-08-03,614.291,13.000,1865.490,2.958,5.510,53.000,2.000,62.854,57.000,146.000,8988.046,85.000
2022-08-04,527.105,13.000,1882.968,,4.767,16.000,,58.441,59.000,145.000,9340.815,84.500
2022-08-05,495.770,16.000,1901.660,,3.334,22.000,9.000,65.506,58.000,109.000,6465.891,92.000
2022-08-06,630.911,13.000,1839.795,,4.481,30.000,15.000,61.925,65.000,126.000,8704.000,112.500
2022-08-07,820.144,9.000,1870.187,,3.496,76.000,3.000,63.781,58.000,156.000,6638.106,90.000
2022-08-08,921.421,14.000,1873.181,9.930,2.639,75.000,,62.580,58.000,157.000,5169.000,92.000
2022-08-09,1252.159,14.000,1888.127,,6.406,156.000,20.000,65.904,56.000,217.000,12281.000,94.000
2022-08-10,1404.007,13.000,1876.249,19.284,7.901,174.000,9.000,72.902,63.000,269.000,14815.000,100.000
2022-08-11,396.136,12.000,1860.231,,1.374,16.000,,63.869,59.000,70.000,2550.000,74.000
2022-08-12,872.789,14.000,1883.890,,5.098,106.000,7.000,63.061,56.000,187.000,9992.000,94.500
2022-08-13,515.447,13.000,1888.642,,4.474,10.000,5.000,62.266,51.000,159.000,8662.000,
2022-08-14,463.751,13.000,1923.110,,3.199,14.000,6.000,61.619,59.000,110.000,6101.000,79.500
2022-08-15,853.163,15.000,1931.587,,6.578,75.000,19.000,68.656,59.000,216.000,12388.000,87.000
2022-08-16,642.177,13.000,1919.612,,4.309,18.000,14.000,64.181,59.000,159.000,8220.000,90.000
2022-08-17,882.191,18.000,1944.052,,8.818,48.000,14.000,67.922,59.000,303.000,16592.000,81.000
2022-08-18,563.695,15.000,1926.030,,4.291,22.000,10.000,65.007,60.000,150.000,8384.332,82.000
2022-08-19,736.017,13.000,1891.644,,7.435,38.000,13.000,60.645,,275.000,14705.098,
2022-08-20,590.127,16.000,1894.719,,4.462,21.000,9.000,64.172,53.000,160.000,8848.000,84.000
2022-08-21,747.514,16.000,1886.763,,4.457,86.000,3.000,62.679,57.000,205.000,8762.232,83.000
2022-08-22,1384.751,16.000,1894.778,,8.365,179.000,9.000,70.722,61.000,288.000,15162.000,91.000
2022-08-23,921.214,13.000,1883.222,,5.167,100.000,9.000,66.916,60.000,207.000,10056.000,92.000
2022-08-24,926.609,16.000,1875.286,2.671,7.041,125.000,8.000,67.172,61.000,240.000,13319.000,94.000
2022-08-25,639.408,12.000,1911.219,,5.943,63.000,12.000,63.298,58.000,159.000,11567.000,93.000
2022-08-26,753.105,15.000,1871.034,,5.022,82.000,9.000,61.859,53.000,173.000,9481.339,69.000
2022-08-27,449.847,11.000,1847.944,,4.004,30.000,10.000,55.028,54.000,147.000,7591.000,92.000
2022-08-28,504.640,12.000,1874.970,,4.465,37.000,11.000,57.158,57.000,149.000,8999.000,94.000
2022-08-29,1259.304,15.000,1898.959,,7.961,142.000,13.000,65.711,64.000,207.000,14634.000,89.000
2022-08-30,1283.486,12.000,1874.324,,6.164,181.000,8.757,68.528,56.000,220.000,11497.000,83.000
2022-08-31,411.295,14.000,1861.385,,2.436,34.000,6.000,58.432,61.000,69.000,4886.000,82.000
2022-09-01,541.965,14.000,1881.470,,3.467,42.000,10.000,59.334,58.000,98.000,6706.000,88.000
2022-09-02,653.920,15.000,1904.940,,5.063,51.000,17.000,61.237,60.000,185.000,9665.000,91.000
2022-09-03,836.247,15.000,1924.557,,7.388,59.000,28.000,62.928,61.000,249.000,14337.922,96.500
2022-09-04,771.738,15.000,1926.268,,7.442,42.000,9.000,58.300,64.000,301.000,14044.253,84.000
2022-09-05,463.894,12.000,1890.720,,3.033,26.000,12.000,59.221,55.000,104.000,5863.606,79.500
2022-09-06,467.515,14.000,1872.896,,2.562,30.000,6.000,55.688,59.000,93.000,4771.000,89.000
2022-09-07,975.585,15.000,1858.844,2.327,7.470,131.000,10.000,65.524,63.000,212.000,14229.639,99.000
2022-09-08,672.145,12.000,1864.696,,4.374,60.000,7.000,63.090,58.000,126.000,8164.750,110.000
2022-09-09,839.930,15.000,1893.441,,3.513,68.000,,64.084,57.000,140.000,6650.000,96.500
2022-09-10,648.849,13.000,1903.979,,5.597,25.000,9.000,69.937,62.000,172.000,10702.000,93.000
2022-09-11,528.014,11.000,1858.771,,4.553,45.000,18.987,57.626,58.000,132.000,8862.000,93.000
