Date,Active energy burned(Cal),Activity,Distance(mi),Duration(s),Elevation: Ascended(ft),Elevation: Maximum(ft),Elevation: Minimum(ft),Heart rate zone: A Easy (<115bpm)(%),Heart rate zone: B Fat Burn (115-135bpm)(%),Heart rate zone: C Moderate Training (135-155bpm)(%),Heart rate zone: D Hard Training (155-175bpm)(%),Heart rate zone: E Extreme Training (>175bpm)(%),Heart rate: Average(count/min),Heart rate: Maximum(count/min),METs Average(kcal/hr·kg),Speed: Average(mi/hr),Speed: Maximum(mi/hr),Swimming stroke count(count),Weather: Humidity(%),Weather: Temperature(degF)
2022-07-20 08:45:49 - 2022-07-20 09:06:34,105.094,Yoga,,1244.258,,,,0.996,0.004,0.000,0.000,0.000,88.648,118.000,5.373,,,,72.000,82.400
2022-07-20 08:46:14 - 2022-07-20 09:06:14,87.000,Yoga (Indoor),,1200.000,,,,0.996,0.004,0.000,0.000,0.000,88.523,118.000,,,,,,
2022-07-21 08:44:05 - 2022-07-21 09:10:34,81.209,Walking,0.804,1074.844,33.005,648.918,595.594,0.687,0.164,0.149,0.000,0.000,107.783,151.000,4.029,,,,57.000,78.800
2022-07-21 09:10:43 - 2022-07-21 09:16:05,38.082,Functional Strength Training,,322.184,,,,0.250,0.167,0.271,0.312,0.000,137.479,172.000,7.919,,,,,
2022-07-21 12:57:24 - 2022-07-21 13:18:10,108.130,Pilates,,1246.252,,,,0.876,0.124,0.000,0.000,0.000,106.534,132.000,5.756,,,,42.000,89.600
2022-07-21 12:58:53 - 2022-07-21 13:18:53,124.000,Functional Strength Training (Indoor),,1200.000,,,,0.861,0.139,0.000,0.000,0.000,107.215,132.000,,,,,,
2022-07-21 16:32:38 - 2022-07-21 16:59:01,218.514,Traditional Strength Training,,1583.400,,,,0.137,0.341,0.338,0.184,0.000,136.778,175.000,7.652,,,,44.000,91.400
2022-07-21 17:16:06 - 2022-07-21 17:28:22,40.933,Cycling,1.592,735.673,,607.629,590.654,0.000,0.139,0.666,0.174,0.021,146.181,183.000,4.742,,,,44.000,91.400
2022-07-21 20:10:53 - 2022-07-21 20:18:16,48.846,Cycling,1.580,443.333,,607.887,590.825,0.011,0.056,0.484,0.449,0.000,153.551,168.000,7.125,,,,53.000,87.800
2022-07-22 11:30:17 - 2022-07-22 12:02:18,170.275,Yoga,,1883.422,,,,0.894,0.106,0.000,0.000,0.000,96.415,129.000,5.881,,,,38.000,86.000
2022-07-22 11:30:55 - 2022-07-22 12:01:24,134.000,Yoga (Indoor),,1829.000,,,,0.888,0.112,0.000,0.000,0.000,97.752,129.000,,,,,,
2022-07-22 16:20:02 - 2022-07-22 16:39:39,249.000,Cycling (Indoor),5.600,1177.000,,,,0.004,0.236,0.334,0.228,0.198,152.485,187.000,,17.200,27.100,,,
2022-07-22 16:20:16 - 2022-07-22 16:39:20,216.948,Cycling (Indoor),,1143.923,,,,0.004,0.237,0.332,0.224,0.203,152.595,187.000,11.032,,,,35.000,91.400
2022-07-23 13:58:47 - 2022-07-23 14:08:49,56.938,Functional Strength Training,,601.941,,,,0.885,0.115,0.000,0.000,0.000,102.344,128.000,6.068,,,,68.000,80.600
2022-07-23 13:59:02 - 2022-07-23 14:10:22,62.000,Functional Strength Training (Indoor),,680.000,,,,0.899,0.101,0.000,0.000,0.000,102.196,128.000,,,,,,
2022-07-23 14:09:01 - 2022-07-23 15:05:14,376.472,Traditional Strength Training,,3372.385,,,,0.547,0.286,0.145,0.022,0.000,116.167,162.000,5.742,,,,69.000,80.600
2022-07-24 11:01:47 - 2022-07-24 12:17:38,251.180,Walking,2.946,3763.459,93.307,667.652,585.533,0.985,0.015,0.000,0.000,0.000,100.619,122.000,4.065,,,,78.000,78.800
2022-07-25 08:25:29 - 2022-07-25 08:51:15,79.256,Walking,0.794,1012.632,61.286,628.537,591.178,0.749,0.251,0.000,0.000,0.000,101.760,135.000,4.061,,,,67.000,73.400
2022-07-25 17:18:58 - 2022-07-25 17:59:54,426.686,Cycling (Indoor),,2455.496,,,,0.026,0.117,0.849,0.008,0.000,142.270,158.000,10.146,,,,63.000,71.600
2022-07-25 17:19:03 - 2022-07-25 17:59:55,557.000,Cycling (Indoor),13.210,2452.000,,,,0.026,0.117,0.849,0.008,0.000,142.261,158.000,,19.400,21.000,,,
2022-07-26 08:25:10 - 2022-07-26 09:14:47,193.393,Walking,2.289,2511.508,84.416,632.277,583.324,0.953,0.019,0.028,0.000,0.000,98.779,149.000,5.201,,,,51.000,73.400
2022-07-26 14:25:32 - 2022-07-26 14:55:46,143.570,Traditional Strength Training,,1814.839,,,,0.793,0.182,0.025,0.000,0.000,106.338,139.000,3.272,,,,54.000,78.800
2022-07-26 14:25:51 - 2022-07-26 14:30:51,31.000,Functional Strength Training (Indoor),,300.000,,,,1.000,0.000,0.000,0.000,0.000,101.036,109.000,,,,,,
2022-07-27 07:57:46 - 2022-07-27 09:04:44,212.549,Walking,2.201,2538.706,75.328,629.099,588.486,0.917,0.053,0.030,0.000,0.000,97.522,150.000,9.709,,,,81.000,73.400
2022-07-27 11:01:42 - 2022-07-27 12:02:27,371.099,Traditional Strength Training,,3338.650,,,,0.490,0.296,0.186,0.028,0.000,115.923,168.000,5.401,,,,68.000,78.800
2022-07-27 11:01:58 - 2022-07-27 11:03:55,12.000,Functional Strength Training (Indoor),,117.000,,,,1.000,0.000,0.000,0.000,0.000,97.480,108.000,,,,,,
2022-07-27 11:10:12 - 2022-07-27 11:15:28,34.000,Functional Strength Training (Indoor),,316.000,,,,0.806,0.194,0.000,0.000,0.000,102.823,124.000,,,,,,
2022-07-27 12:19:10 - 2022-07-27 12:29:10,31.000,Preparation and Recovery (Indoor),,600.000,,,,,,,,,,,,,,,,
2022-07-28 08:41:59 - 2022-07-28 08:52:28,46.852,Yoga,,628.888,,,,1.000,0.000,0.000,0.000,0.000,81.086,98.000,5.088,,,,76.000,71.600
2022-07-28 08:42:29 - 2022-07-28 08:52:29,40.000,Yoga (Indoor),,600.000,,,,1.000,0.000,0.000,0.000,0.000,81.041,98.000,,,,,,
2022-07-28 11:07:42 - 2022-07-28 11:17:53,68.797,Functional Strength Training,,611.095,,,,0.245,0.500,0.173,0.082,0.000,126.836,166.000,7.129,,,,54.000,78.800
2022-07-28 11:08:18 - 2022-07-28 11:18:18,62.000,Functional Strength Training (Indoor),,600.000,,,,0.207,0.514,0.180,0.099,0.000,128.378,166.000,,,,,,
2022-07-29 09:18:42 - 2022-07-29 09:49:00,125.665,Golf,0.313,1818.124,,,,0.950,0.043,0.007,0.000,0.000,93.022,137.000,2.622,,,,66.000,69.800
2022-07-31 10:21:48 - 2022-07-31 11:08:09,577.407,HIIT,,2781.631,,,,0.000,0.067,0.298,0.425,0.210,161.516,194.000,11.878,,,,,
2022-07-31 12:22:15 - 2022-07-31 12:27:13,64.289,Running,0.648,297.464,6.627,601.738,587.867,0.036,0.000,0.179,0.286,0.499,168.286,179.000,12.619,,,,52.000,80.600
2022-07-31 22:01:49 - 2022-07-31 22:33:42,123.057,Walking,1.435,1912.608,,627.326,596.779,1.000,0.000,0.000,0.000,0.000,97.477,106.000,5.068,,,,61.000,78.800
2022-08-01 16:06:04 - 2022-08-01 17:07:08,140.808,Walking,1.495,1900.522,8.071,618.077,596.664,1.000,0.000,0.000,0.000,0.000,82.913,114.000,3.398,,,,50.000,86.000
2022-08-02 08:39:44 - 2022-08-02 09:10:12,139.885,Yoga,,1828.529,,,,0.995,0.000,0.005,0.000,0.000,76.283,145.000,5.146,,,,68.000,77.000
2022-08-02 08:40:11 - 2022-08-02 09:10:11,132.000,Yoga (Indoor),,1800.000,,,,0.995,0.000,0.005,0.000,0.000,76.236,145.000,,,,,,
2022-08-03 10:08:42 - 2022-08-03 10:10:55,1.934,Walking,,132.670,,678.694,605.093,1.000,0.000,0.000,0.000,0.000,79.560,90.000,1.600,,,,,
2022-08-03 18:29:51 - 2022-08-03 18:47:54,80.961,Cycling,2.958,1083.699,12.402,607.785,592.052,0.028,0.256,0.716,0.000,0.000,138.692,153.000,5.348,,,,,
2022-08-06 21:25:31 - 2022-08-06 21:40:26,45.772,Walking,0.641,894.890,,,,0.529,0.471,0.000,0.000,0.000,114.676,125.000,5.487,,,,,
2022-08-07 15:36:10 - 2022-08-07 15:49:35,86.182,Functional Strength Training,,804.111,,,,0.344,0.374,0.244,0.038,0.000,122.519,164.000,6.871,,,,79.000,80.600
2022-08-07 15:51:02 - 2022-08-07 16:32:38,301.937,Traditional Strength Training,,2495.587,,,,0.374,0.525,0.061,0.040,0.000,120.042,162.000,6.388,,,,81.000,80.600
2022-08-07 16:32:54 - 2022-08-07 16:42:59,63.511,Cooldown,,605.022,,,,1.000,0.000,0.000,0.000,0.000,98.231,114.000,6.953,,,,80.000,80.600
2022-08-07 16:33:02 - 2022-08-07 16:43:02,31.000,Preparation and Recovery (Indoor),,600.000,,,,1.000,0.000,0.000,0.000,0.000,98.026,114.000,,,,,,
2022-08-08 08:50:05 - 2022-08-08 09:20:54,154.884,Yoga,,1849.016,,,,1.000,0.000,0.000,0.000,0.000,81.732,107.000,5.264,,,,84.000,75.200
2022-08-08 08:50:31 - 2022-08-08 09:20:31,137.000,Yoga (Indoor),,1800.000,,,,1.000,0.000,0.000,0.000,0.000,81.913,107.000,,,,,,
2022-08-08 10:54:49 - 2022-08-08 10:59:42,32.135,Jump Rope,0.190,293.417,,,,0.548,0.452,0.000,0.000,0.000,111.595,124.000,6.783,,,,81.000,75.200
2022-08-08 12:18:25 - 2022-08-08 12:23:25,58.000,Cycling (Indoor),1.500,300.000,,,,0.667,0.333,0.000,0.000,0.000,95.655,120.966,,18.000,21.600,,,
2022-08-08 12:24:23 - 2022-08-08 12:52:23,409.000,Cycling (Indoor),8.430,1680.000,,,,0.017,0.224,0.212,0.341,0.206,154.706,182.000,,18.000,26.900,,,
2022-08-08 12:24:23 - 2022-08-08 12:52:27,359.397,Cycling (Indoor),,1684.358,,,,0.017,0.224,0.212,0.341,0.206,154.706,182.000,12.205,,,,86.000,75.200
2022-08-08 12:56:53 - 2022-08-08 13:01:53,15.000,Preparation and Recovery (Indoor),,300.000,,,,0.500,0.500,0.000,0.000,0.000,113.000,120.000,,,,,,
2022-08-09 11:29:07 - 2022-08-09 12:05:21,165.869,Walking,1.878,2059.876,74.541,643.757,597.063,0.954,0.018,0.023,0.005,0.000,89.243,165.000,5.175,,,,63.000,71.600
2022-08-09 13:35:28 - 2022-08-09 13:47:11,74.471,Functional Strength Training,,703.000,,,,0.646,0.312,0.042,0.000,0.000,113.236,140.000,6.768,,,,,
2022-08-09 13:52:23 - 2022-08-09 14:54:44,435.422,Traditional Strength Training,,3741.015,,,,0.429,0.395,0.175,0.001,0.000,119.515,156.000,5.939,,,,61.000,73.400
2022-08-09 15:09:58 - 2022-08-09 15:19:58,31.000,Preparation and Recovery (Indoor),,600.000,,,,1.000,0.000,0.000,0.000,0.000,89.000,91.000,,,,,,
2022-08-09 17:11:00 - 2022-08-09 17:28:43,83.821,Walking,0.894,1062.669,,620.364,584.076,0.882,0.118,0.000,0.000,0.000,111.975,124.000,5.439,,,,,
2022-08-09 18:08:41 - 2022-08-09 18:32:19,87.371,Walking,1.001,1418.257,,610.993,576.237,1.000,0.000,0.000,0.000,0.000,93.868,107.000,4.438,,,,,
2022-08-10 08:34:13 - 2022-08-10 08:52:35,92.460,Walking,0.987,1101.349,,618.090,577.632,1.000,0.000,0.000,0.000,0.000,87.228,97.000,5.612,,,,,
2022-08-10 09:08:25 - 2022-08-10 09:54:06,169.029,Walking,1.946,2374.579,,647.735,562.738,0.983,0.017,0.000,0.000,0.000,100.476,126.000,4.675,,,,,
2022-08-10 16:20:34 - 2022-08-10 17:05:50,622.000,Cycling (Indoor),14.670,2716.000,,,,0.025,0.176,0.799,0.000,0.000,138.043,151.000,,19.400,21.300,,,
2022-08-10 16:20:38 - 2022-08-10 17:05:44,433.594,Cycling (Indoor),,2706.209,,,,0.025,0.176,0.799,0.000,0.000,138.023,151.000,9.456,,,,54.000,80.600
2022-08-10 17:40:15 - 2022-08-10 17:53:39,78.152,Cycling,2.589,804.317,,609.270,598.956,0.073,0.098,0.640,0.183,0.006,143.756,176.000,6.431,,,,53.000,80.600
2022-08-10 17:53:58 - 2022-08-10 18:08:28,63.163,Walking,0.783,870.485,,598.872,578.323,0.304,0.696,0.000,0.000,0.000,117.759,135.000,5.303,,,,55.000,78.800
2022-08-10 18:55:58 - 2022-08-10 19:26:44,85.353,Walking,0.869,1846.788,,610.605,594.913,0.987,0.013,0.000,0.000,0.000,101.974,119.000,3.221,,,,57.000,78.800
2022-08-10 21:21:44 - 2022-08-10 21:30:58,64.926,Cycling,2.025,554.077,7.612,615.764,603.067,0.018,0.027,0.477,0.478,0.000,152.955,168.000,7.376,,,,64.000,75.200
2022-08-11 18:20:45 - 2022-08-11 18:36:07,109.538,Functional Strength Training,,922.115,,,,0.231,0.733,0.036,0.000,0.000,120.148,145.000,7.443,,,,58.000,71.600
2022-08-11 18:20:59 - 2022-08-11 18:33:29,62.000,Functional Strength Training (Indoor),,750.000,,,,0.148,0.824,0.028,0.000,0.000,122.148,140.000,,,,,,
2022-08-12 08:57:28 - 2022-08-12 09:51:15,198.721,Walking,2.136,2777.636,71.260,677.013,582.785,0.974,0.024,0.002,0.000,0.000,87.215,136.000,4.474,,,,62.000,71.600
2022-08-12 13:59:34 - 2022-08-12 14:09:46,52.882,Functional Strength Training,,611.615,,,,0.965,0.035,0.000,0.000,0.000,97.922,118.000,5.779,,,,64.000,73.400
2022-08-12 14:00:01 - 2022-08-12 14:10:01,62.000,Functional Strength Training (Indoor),,600.000,,,,0.965,0.035,0.000,0.000,0.000,98.122,118.000,,,,,,
2022-08-12 14:24:40 - 2022-08-12 14:55:29,192.967,Traditional Strength Training,,1848.639,,,,0.620,0.331,0.049,0.000,0.000,111.334,145.000,5.234,,,,62.000,73.400
2022-08-12 14:57:52 - 2022-08-12 15:11:12,71.183,Functional Strength Training,,799.967,,,,0.534,0.466,0.000,0.000,0.000,109.733,127.000,5.925,,,,61.000,75.200
2022-08-12 14:58:18 - 2022-08-12 15:08:48,68.000,Functional Strength Training (Indoor),,630.000,,,,0.409,0.591,0.000,0.000,0.000,115.567,127.000,,,,,,
2022-08-15 05:56:48 - 2022-08-15 06:11:43,44.293,Walking,0.587,894.466,,,,1.000,0.000,0.000,0.000,0.000,80.176,84.000,4.643,,,,,
2022-08-17 19:01:58 - 2022-08-17 19:07:14,4.781,Walking,,315.332,,,,1.000,0.000,0.000,0.000,0.000,81.985,101.000,1.604,,,,85.000,57.200
2022-08-21 13:59:45 - 2022-08-21 14:53:17,52.869,Walking,0.573,938.440,19.849,608.232,591.152,1.000,0.000,0.000,0.000,0.000,87.126,111.000,4.068,,,,73.000,75.200
2022-08-21 19:29:25 - 2022-08-21 19:43:13,54.337,Functional Strength Training,,828.563,,,,1.000,0.000,0.000,0.000,0.000,82.686,111.000,4.623,,,,,
2022-08-21 19:49:21 - 2022-08-21 20:27:05,176.817,Yoga,,2264.035,,,,1.000,0.000,0.000,0.000,0.000,76.242,95.000,5.224,,,,,
2022-08-22 07:11:40 - 2022-08-22 07:32:00,98.147,Walking,1.003,1219.808,,649.549,589.584,1.000,0.000,0.000,0.000,0.000,89.398,100.000,5.411,,,,,
2022-08-22 08:09:47 - 2022-08-22 08:15:05,36.348,Functional Strength Training,,317.425,,,,0.000,1.000,0.000,0.000,0.000,129.571,132.000,7.199,,,,,
2022-08-22 08:15:31 - 2022-08-22 08:35:13,79.203,Walking,1.004,1181.629,27.526,614.683,580.302,0.962,0.038,0.000,0.000,0.000,94.521,126.000,4.745,,,,,
2022-08-22 10:36:14 - 2022-08-22 11:10:47,122.677,Functional Strength Training,,1959.794,,,,1.000,0.000,0.000,0.000,0.000,79.551,110.000,4.352,,,,65.000,75.200
2022-08-22 16:47:40 - 2022-08-22 17:20:07,314.864,Traditional Strength Training,,1946.339,,,,0.180,0.377,0.184,0.243,0.016,136.964,179.000,9.010,,,,59.000,77.000
2022-08-22 20:05:50 - 2022-08-22 20:16:03,37.972,Walking,0.515,613.592,,,,0.167,0.833,0.000,0.000,0.000,115.958,125.000,4.482,,,,,
2022-08-22 21:09:05 - 2022-08-22 21:44:06,59.607,Cooldown,,553.966,,,,0.912,0.088,0.000,0.000,0.000,107.265,123.000,7.677,,,,77.000,71.600
2022-08-23 07:42:50 - 2022-08-23 08:03:18,73.843,Walking,1.002,1227.872,6.627,625.255,575.200,1.000,0.000,0.000,0.000,0.000,88.435,101.000,4.357,,,,,
2022-08-23 08:34:42 - 2022-08-23 08:57:51,90.083,Walking,1.183,1388.642,80.446,657.649,572.875,0.911,0.089,0.000,0.000,0.000,98.772,132.000,4.652,,,,,
2022-08-23 09:06:37 - 2022-08-23 09:51:38,352.594,Cycling (Indoor),,2700.534,,,,0.014,0.188,0.798,0.000,0.000,136.905,147.000,7.963,,,,67.000,73.400
2022-08-24 07:52:54 - 2022-08-24 08:11:43,81.348,Walking,0.986,1129.002,,614.044,582.837,1.000,0.000,0.000,0.000,0.000,92.580,109.000,4.871,,,,,
2022-08-24 08:39:13 - 2022-08-24 09:06:11,121.638,Walking,1.401,1618.666,86.253,626.105,585.522,0.949,0.041,0.010,0.000,0.000,95.057,136.000,5.159,,,,,
2022-08-24 17:01:46 - 2022-08-24 17:11:47,36.804,Functional Strength Training,,601.157,,,,0.840,0.132,0.028,0.000,0.000,96.019,138.000,4.384,,,,54.000,80.600
2022-08-24 17:12:49 - 2022-08-24 17:22:57,38.888,Functional Strength Training,,607.107,,,,1.000,0.000,0.000,0.000,0.000,98.043,110.000,4.581,,,,53.000,80.600
2022-08-24 17:35:35 - 2022-08-24 17:49:05,76.136,Cycling,2.671,809.498,,608.557,595.838,0.000,0.000,0.405,0.595,0.000,157.980,174.000,6.269,,,,,
2022-08-24 19:02:50 - 2022-08-24 19:23:40,81.550,Walking,0.996,1249.280,,603.116,602.606,0.905,0.095,0.000,0.000,0.000,108.352,122.000,4.990,,,,59.000,78.800
2022-08-25 08:12:05 - 2022-08-25 08:31:04,68.221,Walking,0.986,1138.918,,681.303,579.764,1.000,0.000,0.000,0.000,0.000,92.974,104.000,4.336,,,,,
2022-08-25 08:40:59 - 2022-08-25 09:13:50,79.912,Walking,1.117,1334.097,17.093,610.873,578.467,0.986,0.014,0.000,0.000,0.000,92.755,122.000,4.043,,,,83.000,69.800
2022-08-26 10:02:10 - 2022-08-26 10:39:15,77.030,Walking,1.055,1234.143,13.320,664.663,642.111,0.997,0.003,0.000,0.000,0.000,67.214,122.000,3.211,,,,79.000,66.200
2022-08-26 13:39:06 - 2022-08-26 13:49:08,87.124,Jump Rope,0.677,602.053,,,,0.026,0.525,0.449,0.000,0.000,133.141,148.000,8.736,,,,55.000,71.600
2022-08-26 13:51:57 - 2022-08-26 14:29:22,160.698,Functional Strength Training,,2245.158,,,,0.760,0.211,0.029,0.000,0.000,102.257,147.000,4.936,,,,55.000,71.600
2022-08-28 15:15:36 - 2022-08-28 16:03:15,137.854,Walking,1.819,2744.574,23.458,602.047,579.360,1.000,0.000,0.000,0.000,0.000,93.201,110.000,3.689,,,,,
2022-08-29 08:25:55 - 2022-08-29 09:21:33,245.082,Walking,3.154,3338.134,80.282,674.936,583.282,0.982,0.018,0.000,0.000,0.000,90.668,122.000,5.050,,,,98.000,71.600
2022-08-29 16:51:10 - 2022-08-29 18:02:59,654.276,Tennis,2.415,4309.456,,,,0.010,0.235,0.585,0.170,0.000,143.790,175.000,9.014,,,,,
2022-08-30 09:30:28 - 2022-08-30 09:58:19,96.952,Walking,1.401,1670.159,6.562,664.908,623.106,1.000,0.000,0.000,0.000,0.000,82.584,91.000,4.272,,,,,
2022-08-30 13:27:49 - 2022-08-30 14:00:41,106.411,Functional Strength Training,,1756.258,,,,0.917,0.070,0.013,0.000,0.000,94.408,139.000,4.279,,,,50.000,73.400
2022-08-30 14:11:11 - 2022-08-30 14:30:17,96.598,Functional Strength Training,,1146.524,,,,0.801,0.199,0.000,0.000,0.000,109.251,132.000,5.556,,,,48.000,73.400
2022-08-30 16:25:30 - 2022-08-30 18:00:25,697.036,Tennis,2.969,5695.405,,,,0.061,0.429,0.440,0.070,0.000,135.603,167.000,7.393,,,,45.000,75.200
2022-08-31 09:15:41 - 2022-08-31 09:28:47,41.308,Walking,0.593,786.445,8.235,661.172,646.571,1.000,0.000,0.000,0.000,0.000,81.545,93.000,4.001,,,,72.000,68.000
2022-08-31 09:29:41 - 2022-08-31 09:42:56,51.863,Traditional Strength Training,,794.525,,,,0.897,0.103,0.000,0.000,0.000,104.065,125.000,2.215,,,,,
2022-09-01 13:40:05 - 2022-09-01 14:08:30,128.156,Walking,1.389,1705.459,8.399,661.093,641.710,1.000,0.000,0.000,0.000,0.000,87.332,96.000,5.143,,,,49.000,80.600
2022-09-02 09:59:56 - 2022-09-02 10:22:33,88.971,Walking,1.078,1357.379,,657.037,643.641,1.000,0.000,0.000,0.000,0.000,90.469,98.000,4.651,,,,69.000,75.200
2022-09-03 12:30:15 - 2022-09-03 12:50:45,80.308,Walking,0.777,1230.376,96.325,758.365,643.744,1.000,0.000,0.000,0.000,0.000,96.865,105.000,6.076,,,,,
2022-09-05 20:48:33 - 2022-09-06 09:21:15,30.188,Functional Strength Training,,579.026,,,,1.000,0.000,0.000,0.000,0.000,64.907,102.000,4.036,,,,85.000,69.800
2022-09-06 09:29:38 - 2022-09-06 09:46:21,89.126,Walking,0.869,1003.223,68.602,645.437,593.486,0.929,0.071,0.000,0.000,0.000,92.364,130.000,5.884,,,,82.000,71.600
2022-09-07 07:53:07 - 2022-09-07 08:11:38,88.388,Walking,0.962,1111.441,,621.445,586.730,1.000,0.000,0.000,0.000,0.000,90.053,111.000,5.384,,,,85.000,68.000
2022-09-07 08:43:17 - 2022-09-07 08:56:26,98.773,Functional Strength Training,,788.981,,,,0.615,0.244,0.051,0.090,0.000,119.179,162.000,7.701,,,,84.000,69.800
2022-09-07 08:56:45 - 2022-09-07 09:34:08,146.676,Walking,1.677,2242.878,79.790,638.627,584.895,0.946,0.028,0.026,0.000,0.000,102.653,142.000,4.608,,,,80.000,69.800
2022-09-07 17:30:00 - 2022-09-07 17:43:21,54.167,Cycling,2.327,801.000,,608.722,599.952,0.128,0.838,0.034,0.000,0.000,124.378,138.000,4.941,,,,55.000,75.200
2022-09-07 18:59:06 - 2022-09-07 19:36:13,95.580,Walking,0.967,2227.478,,604.100,602.124,0.964,0.036,0.000,0.000,0.000,100.219,129.000,3.081,,,,61.000,73.400
2022-09-08 08:17:07 - 2022-09-08 08:35:03,95.890,Walking,0.989,1076.203,6.759,609.756,586.353,0.984,0.016,0.000,0.000,0.000,97.958,119.000,5.852,,,,77.000,68.000
2022-09-08 09:03:09 - 2022-09-08 09:17:58,128.901,Functional Strength Training,,888.935,,,,0.045,0.315,0.404,0.236,0.000,141.989,170.000,8.633,,,,68.000,71.600
2022-09-08 09:18:09 - 2022-09-08 09:38:50,118.199,Walking,1.089,1241.733,83.694,648.018,595.669,0.715,0.181,0.072,0.032,0.000,116.968,157.000,6.188,,,,65.000,73.400
2022-09-09 16:13:49 - 2022-09-09 16:33:14,127.311,Functional Strength Training,,1164.963,,,,0.609,0.222,0.135,0.034,0.000,116.271,162.000,6.844,,,,45.000,82.400
2022-09-09 16:33:51 - 2022-09-09 17:07:55,261.079,Traditional Strength Training,,2044.019,,,,0.355,0.346,0.179,0.120,0.000,124.833,167.000,6.771,,,,46.000,80.600
2022-09-10 19:07:20 - 2022-09-10 19:36:21,55.994,Walking,0.813,1051.371,,616.337,601.369,1.000,0.000,0.000,0.000,0.000,93.725,103.000,4.446,,,,65.000,75.200
2022-09-11 11:32:21 - 2022-09-11 12:00:39,0.941,Walking,0.982,1698.013,,,,1.000,0.000,0.000,0.000,0.000,92.949,102.000,3.865,,,,,
2022-09-12 08:25:16 - 2022-09-12 08:43:33,96.902,Walking,0.994,1096.325,20.374,606.746,587.602,1.000,0.000,0.000,0.000,0.000,90.991,105.000,5.824,,,,87.000,55.400
2022-09-12 08:55:19 - 2022-09-12 09:06:45,99.213,Functional Strength Training,,686.682,,,,0.000,0.192,0.452,0.356,0.000,148.438,165.000,8.624,,,,89.000,55.400
2022-09-12 09:06:53 - 2022-09-12 09:26:51,92.490,Walking,1.096,1197.790,71.555,602.272,578.125,0.813,0.187,0.000,0.000,0.000,112.528,133.000,5.310,,,,89.000,55.400
2022-09-12 17:43:45 - 2022-09-12 18:20:06,246.093,Traditional Strength Training,,1762.080,,,,0.332,0.348,0.271,0.049,0.000,124.170,162.000,8.298,,,,68.000,64.400
2022-09-13 08:46:51 - 2022-09-13 08:59:29,72.221,Walking,0.626,757.772,74.672,603.287,595.611,0.913,0.087,0.000,0.000,0.000,89.673,131.000,6.140,,,,86.000,64.400
2022-09-13 09:07:37 - 2022-09-13 09:52:44,447.401,Cycling (Indoor),,2706.128,,,,0.012,0.303,0.685,0.000,0.000,136.355,148.000,9.733,,,,84.000,64.400
2022-09-14 08:16:46 - 2022-09-14 08:35:54,97.842,Walking,0.991,1148.408,,602.681,585.280,1.000,0.000,0.000,0.000,0.000,91.652,104.000,5.614,,,,84.000,60.800
2022-09-14 08:36:11 - 2022-09-14 08:50:29,178.920,Swimming,0.108,857.925,,588.449,569.636,0.800,0.000,0.200,0.000,0.000,110.000,149.000,11.985,,,502.370,,
2022-09-14 09:01:48 - 2022-09-14 09:16:27,118.975,Functional Strength Training,,879.014,,,,0.103,0.276,0.518,0.103,0.000,138.655,169.000,8.371,,,,79.000,64.400
2022-09-14 09:16:36 - 2022-09-14 09:38:17,100.913,Walking,1.075,1255.448,74.836,602.752,583.402,0.922,0.031,0.047,0.000,0.000,111.243,154.000,5.229,,,,80.000,64.400
2022-09-15 12:56:20 - 2022-09-15 13:14:50,80.930,Walking,0.869,1110.621,,603.601,596.075,1.000,0.000,0.000,0.000,0.000,85.656,104.000,4.995,,,,55.000,80.600
2022-09-16 08:34:51 - 2022-09-16 09:08:27,149.707,Walking,1.626,2016.313,77.100,618.138,592.689,0.926,0.074,0.000,0.000,0.000,90.187,135.000,5.875,,,,77.000,69.800
2022-09-16 18:04:44 - 2022-09-16 19:30:42,217.339,Walking,2.655,3591.263,17.290,602.934,582.926,1.000,0.000,0.000,0.000,0.000,81.456,109.000,3.625,,,,54.000,80.600
2022-09-16 21:25:05 - 2022-09-16 21:40:01,44.129,Walking,0.676,893.303,,,,0.967,0.033,0.000,0.000,0.000,99.933,116.000,4.430,,,,,
2022-09-17 11:15:37 - 2022-09-17 12:00:40,455.604,Cycling (Indoor),,2702.942,,,,0.022,0.079,0.838,0.061,0.000,145.256,161.000,9.735,,,,58.000,78.800
2022-09-17 12:04:44 - 2022-09-17 12:28:51,311.969,Cycling (Indoor),,1447.730,,,,0.010,0.024,0.278,0.261,0.427,165.295,184.000,12.122,,,,50.000,82.400
2022-09-17 13:19:44 - 2022-09-17 13:38:23,80.950,Walking,0.882,1119.277,,604.029,572.888,0.886,0.114,0.000,0.000,0.000,111.371,123.000,4.916,,,,48.000,82.400
2022-09-17 15:31:11 - 2022-09-17 15:54:47,117.410,Walking,1.165,1416.841,70.243,599.131,573.552,0.941,0.021,0.017,0.021,0.000,107.084,168.000,5.506,,,,46.000,84.200
2022-09-18 11:37:29 - 2022-09-18 13:07:59,269.986,Walking,2.711,3903.558,87.238,609.016,580.495,0.999,0.001,0.000,0.000,0.000,85.241,121.000,5.275,,,,56.000,80.600
2022-09-19 08:58:33 - 2022-09-19 09:43:24,143.084,Walking,1.520,1873.098,76.903,618.192,600.277,0.959,0.026,0.015,0.000,0.000,87.285,141.000,4.757,,,,83.000,69.800
