Date,Active energy burned(Cal),Activity,Distance(mi),Duration(s),Elevation: Ascended(ft),Elevation: Maximum(ft),Elevation: Minimum(ft),Heart rate zone: A Easy (<115bpm)(%),Heart rate zone: B Fat Burn (115-135bpm)(%),Heart rate zone: C Moderate Training (135-155bpm)(%),Heart rate zone: D Hard Training (155-175bpm)(%),Heart rate zone: E Extreme Training (>175bpm)(%),Heart rate: Average(count/min),Heart rate: Maximum(count/min),METs Average(kcal/hr·kg),Speed: Average(mi/hr),Speed: Maximum(mi/hr),Weather: Humidity(%),Weather: Temperature(degF)
2021-04-06 19:04:39 - 2021-04-06 19:24:39,80.000,Yoga (Indoor),,1200.000,,,,1.000,0.000,0.000,0.000,0.000,89.118,89.118,,,,,
2021-04-07 17:14:39 - 2021-04-07 17:22:01,53.512,HIIT,,442.407,,,,0.000,1.000,0.000,0.000,0.000,126.072,126.072,7.634,,,47.000,77.000
2021-04-07 17:30:45 - 2021-04-07 17:52:47,68.066,Yoga,,1322.178,,,,1.000,0.000,0.000,0.000,0.000,74.545,79.065,3.877,,,49.000,75.200
2021-04-07 17:31:14 - 2021-04-07 17:51:14,97.000,Yoga (Indoor),,1200.000,,,,1.000,0.000,0.000,0.000,0.000,79.065,79.065,,,,,
2021-04-07 17:56:32 - 2021-04-07 18:39:40,271.494,Traditional Strength Training,,2587.907,,,,0.000,1.000,0.000,0.000,0.000,122.198,127.856,5.647,,,50.000,75.200
2021-04-07 19:21:55 - 2021-04-07 19:36:56,90.240,Cycling,2.512,900.921,18.832,611.814,593.132,0.000,0.000,0.000,1.000,0.000,160.619,160.913,6.880,,,51.000,73.400
2021-04-07 22:10:09 - 2021-04-07 22:19:28,95.150,Cycling,2.355,559.179,22.047,623.988,547.222,0.000,0.000,0.000,1.000,0.000,168.582,168.582,10.405,,,56.000,71.600
2021-04-08 10:49:16 - 2021-04-08 10:52:20,22.620,HIIT,,183.102,,,,0.161,0.807,0.032,0.000,0.000,125.645,136.000,7.856,,,69.000,62.600
2021-04-08 13:22:43 - 2021-04-08 13:52:43,275.181,Cycling (Indoor),9.570,1800.147,,,,0.000,0.333,0.000,0.667,0.000,148.139,158.740,9.236,19.100,26.300,84.000,55.400
2021-04-08 13:54:00 - 2021-04-08 14:17:24,123.517,Traditional Strength Training,,1403.332,,,,0.500,0.500,0.000,0.000,0.000,107.188,123.545,4.464,,,81.000,55.400
2021-04-08 13:54:12 - 2021-04-08 14:04:12,62.000,Functional Strength Training (Indoor),,600.000,,,,,,,,,,,,,,,
2021-04-09 08:05:15 - 2021-04-09 08:32:45,78.601,Walking,0.992,1197.012,13.615,620.708,585.276,1.000,0.000,0.000,0.000,0.000,85.745,90.575,3.824,,,86.000,51.800
2021-04-09 10:06:50 - 2021-04-09 10:16:52,92.184,HIIT,,601.811,,,,0.000,0.000,1.000,0.000,0.000,146.479,146.479,9.340,,,76.000,55.400
2021-04-09 10:25:37 - 2021-04-09 10:40:57,71.791,Functional Strength Training,,919.709,,,,0.000,1.000,0.000,0.000,0.000,115.296,115.296,5.489,,,76.000,55.400
2021-04-09 10:26:06 - 2021-04-09 10:41:06,94.000,Functional Strength Training (Indoor),,900.000,,,,0.000,1.000,0.000,0.000,0.000,125.000,125.000,,,,,
2021-04-09 11:29:50 - 2021-04-09 11:33:50,24.722,Functional Strength Training,,239.328,,,,0.128,0.489,0.383,0.000,0.000,132.234,155.000,6.885,,,69.000,57.200
2021-04-09 13:39:40 - 2021-04-09 14:17:04,165.115,Walking,2.227,2244.796,34.449,630.838,583.531,1.000,0.000,0.000,0.000,0.000,95.196,98.863,5.114,,,63.000,57.200
2021-04-09 18:33:42 - 2021-04-09 18:38:01,12.579,Walking,0.084,258.683,8.301,597.929,572.967,1.000,0.000,0.000,0.000,0.000,81.220,109.000,3.729,,,,
2021-04-09 19:52:48 - 2021-04-09 20:12:07,40.565,Walking,0.311,1159.342,12.303,612.694,578.396,1.000,0.000,0.000,0.000,0.000,96.422,101.761,2.812,,,65.000,59.000
2021-04-10 10:45:38 - 2021-04-10 10:56:02,97.878,HIIT,,623.509,,,,0.000,0.000,1.000,0.000,0.000,145.808,145.808,9.463,,,81.000,51.800
2021-04-10 17:25:24 - 2021-04-10 18:00:36,159.618,Yoga,,2111.375,,,,1.000,0.000,0.000,0.000,0.000,94.047,109.834,5.221,,,,
2021-04-11 18:59:53 - 2021-04-11 19:09:58,88.221,Cycling (Indoor),,604.630,,,,0.000,0.000,1.000,0.000,0.000,135.980,135.980,8.929,,,75.000,48.200
2021-04-11 18:59:56 - 2021-04-11 19:09:56,114.000,Cycling (Indoor),2.980,600.000,,,,,,,,,,,,17.900,22.000,,
2021-04-11 19:11:48 - 2021-04-11 19:22:04,70.398,Traditional Strength Training,,615.202,,,,0.000,1.000,0.000,0.000,0.000,125.968,125.968,6.729,,,76.000,48.200
2021-04-11 19:11:54 - 2021-04-11 19:21:54,62.000,Functional Strength Training (Indoor),,600.000,,,,,,,,,,,,,,,
2021-04-11 19:29:20 - 2021-04-11 19:49:36,93.253,Yoga,,1215.657,,,,1.000,0.000,0.000,0.000,0.000,92.076,92.116,5.252,,,77.000,48.200
2021-04-11 19:29:48 - 2021-04-11 19:49:48,125.000,Functional Strength Training (Indoor),,1200.000,,,,1.000,0.000,0.000,0.000,0.000,95.012,100.000,,,,,
2021-04-12 08:28:15 - 2021-04-12 08:28:41,1.391,Yoga,,25.450,,,,1.000,0.000,0.000,0.000,0.000,69.600,72.000,,,,,
2021-04-12 08:28:45 - 2021-04-12 08:48:45,90.000,Yoga (Indoor),,1200.000,,,,,,,,,,,,,,,
2021-04-12 11:57:25 - 2021-04-12 12:05:28,63.172,HIIT,,423.467,,,,0.000,0.000,1.000,0.000,0.000,140.532,140.532,8.880,,,,
2021-04-12 12:09:40 - 2021-04-12 12:18:13,51.140,Functional Strength Training,,512.928,,,,0.000,1.000,0.000,0.000,0.000,127.824,127.824,6.509,,,55.000,60.800
2021-04-12 13:53:20 - 2021-04-12 14:42:36,257.848,Walking,3.018,2956.366,21.752,601.405,576.022,1.000,0.000,0.000,0.000,0.000,101.027,102.318,5.825,,,44.000,62.600
2021-04-12 19:13:58 - 2021-04-12 19:33:58,159.623,Traditional Strength Training,,1200.385,,,,0.000,0.500,0.500,0.000,0.000,136.252,147.944,7.794,,,44.000,57.200
2021-04-12 19:14:17 - 2021-04-12 19:34:17,125.000,Functional Strength Training (Indoor),,1200.000,,,,0.000,0.000,0.200,0.800,0.000,165.189,173.000,,,,,
2021-04-13 08:10:35 - 2021-04-13 08:19:22,40.488,Walking,0.515,526.586,,596.700,582.423,1.000,0.000,0.000,0.000,0.000,92.062,92.062,5.309,,,63.000,44.600
2021-04-13 08:19:40 - 2021-04-13 08:26:46,57.577,HIIT,,425.384,,,,0.000,1.000,0.000,0.000,0.000,130.911,130.911,8.382,,,63.000,46.400
2021-04-13 18:29:46 - 2021-04-13 19:10:43,160.695,Traditional Strength Training,,2457.047,,,,1.000,0.000,0.000,0.000,0.000,98.734,103.166,2.191,,,44.000,51.800
2021-04-14 14:11:48 - 2021-04-14 14:56:51,364.104,Cycling (Indoor),,2702.864,,,,0.000,0.600,0.400,0.000,0.000,131.712,139.051,8.281,,,43.000,48.200
2021-04-14 14:11:52 - 2021-04-14 14:56:54,561.000,Cycling (Indoor),14.020,2702.000,,,,0.000,0.600,0.400,0.000,0.000,131.712,139.051,,18.700,20.800,,
2021-04-20 15:01:15 - 2021-04-20 15:21:35,180.121,Traditional Strength Training,,1220.050,,,,0.000,0.000,0.500,0.500,0.000,148.742,162.356,8.437,,,,
2021-04-20 15:01:20 - 2021-04-20 15:21:20,125.000,Functional Strength Training (Indoor),,1200.000,,,,0.000,0.000,1.000,0.000,0.000,135.128,135.128,,,,,
2021-04-21 12:44:03 - 2021-04-21 13:05:28,99.153,Yoga,,1284.577,,,,1.000,0.000,0.000,0.000,0.000,93.861,97.047,5.104,,,37.000,44.600
2021-04-21 12:44:29 - 2021-04-21 13:04:29,85.000,Yoga (Indoor),,1200.000,,,,,,,,,,,,,,,
2021-04-21 15:30:35 - 2021-04-21 16:15:42,362.547,Cycling (Indoor),,2706.877,,,,0.000,0.800,0.200,0.000,0.000,132.066,137.953,8.238,,,51.000,41.000
2021-04-21 15:30:37 - 2021-04-21 16:15:48,566.000,Cycling (Indoor),14.100,2711.000,,,,0.000,0.667,0.333,0.000,0.000,135.055,150.000,,18.700,23.300,,
2021-04-22 08:27:44 - 2021-04-22 08:58:15,120.000,Yoga (Indoor),,1831.000,,,,1.000,0.000,0.000,0.000,0.000,87.879,93.075,,,,,
2021-04-22 08:27:51 - 2021-04-22 08:58:16,124.994,Yoga,,1825.717,,,,1.000,0.000,0.000,0.000,0.000,88.590,93.075,4.235,,,57.000,39.200
2021-04-22 14:43:35 - 2021-04-22 15:25:55,327.713,Traditional Strength Training,,2539.982,,,,0.200,0.600,0.200,0.000,0.000,129.594,140.462,7.453,,,36.000,53.600
2021-04-22 14:43:36 - 2021-04-22 15:26:00,408.727,Functional Strength Training,,2535.000,,,,0.286,0.571,0.143,0.000,0.000,126.596,140.462,,,,,
2021-04-22 21:09:20 - 2021-04-22 21:14:47,25.382,Walking,0.287,326.840,9.088,596.659,587.531,1.000,0.000,0.000,0.000,0.000,110.290,110.290,5.553,,,34.000,53.600
2021-04-24 09:51:22 - 2021-04-24 10:01:32,29.491,Yoga,,610.887,,,,1.000,0.000,0.000,0.000,0.000,74.282,74.282,3.745,,,67.000,53.600
2021-04-24 09:51:49 - 2021-04-24 10:01:50,48.000,Yoga (Indoor),,601.000,,,,1.000,0.000,0.000,0.000,0.000,69.000,71.000,,,,,
2021-04-24 12:33:08 - 2021-04-24 12:38:10,47.097,HIIT,,301.993,,,,0.000,0.000,1.000,0.000,0.000,143.592,143.592,9.493,,,63.000,57.200
2021-04-24 12:40:10 - 2021-04-24 12:43:35,14.601,Yoga,,204.132,,,,1.000,0.000,0.000,0.000,0.000,89.500,105.000,5.026,,,60.000,57.200
2021-04-24 12:40:49 - 2021-04-24 12:42:19,12.000,Functional Strength Training (Indoor),,90.000,,,,1.000,0.000,0.000,0.000,0.000,87.611,93.000,,,,,
2021-04-24 12:59:13 - 2021-04-24 13:12:29,50.353,Walking,0.622,795.784,23.130,612.404,536.066,1.000,0.000,0.000,0.000,0.000,94.958,95.649,4.592,,,62.000,57.200
2021-04-24 14:33:03 - 2021-04-24 14:40:56,32.634,Cycling,1.127,473.056,14.534,607.674,580.754,0.000,0.000,1.000,0.000,0.000,139.700,139.700,5.239,,,61.000,57.200
2021-04-24 14:41:05 - 2021-04-24 15:16:03,221.588,Walking,1.968,2097.272,33.924,623.489,592.261,0.000,1.000,0.000,0.000,0.000,125.180,133.268,6.624,,,63.000,55.400
2021-04-26 13:03:07 - 2021-04-26 13:36:54,177.794,Walking,2.034,2027.012,46.850,627.684,584.152,1.000,0.000,0.000,0.000,0.000,105.898,113.403,5.861,,,37.000,69.800
2021-04-26 16:10:16 - 2021-04-26 16:15:23,47.670,HIIT,,306.916,,,,0.000,0.143,0.643,0.214,0.000,147.571,164.000,9.455,,,29.000,75.200
2021-04-26 16:26:49 - 2021-04-26 17:03:20,336.613,Traditional Strength Training,,2190.564,,,,0.000,0.000,1.000,0.000,0.000,144.822,149.598,9.271,,,26.000,77.000
2021-04-27 08:20:14 - 2021-04-27 08:37:33,74.571,Walking,1.016,1038.171,,622.660,592.130,1.000,0.000,0.000,0.000,0.000,99.404,102.119,5.059,,,56.000,66.200
2021-04-27 18:03:43 - 2021-04-27 18:32:12,92.773,Walking,0.944,1708.441,,639.986,587.533,1.000,0.000,0.000,0.000,0.000,91.057,94.625,4.000,,,,
2021-04-27 22:25:06 - 2021-04-27 22:44:21,81.856,Walking,1.003,1154.680,30.381,609.656,589.302,1.000,0.000,0.000,0.000,0.000,101.432,104.122,4.979,,,80.000,53.600
2021-04-28 15:23:48 - 2021-04-28 15:44:18,155.441,Cycling (Indoor),,1230.888,,,,0.000,1.000,0.000,0.000,0.000,125.561,134.780,7.831,,,76.000,44.600
2021-04-28 15:24:20 - 2021-04-28 15:44:20,214.000,Cycling (Indoor),5.750,1200.000,,,,0.500,0.500,0.000,0.000,0.000,123.390,134.780,,17.300,21.600,,
2021-04-28 15:45:26 - 2021-04-28 15:55:32,39.560,Traditional Strength Training,,606.562,,,,1.000,0.000,0.000,0.000,0.000,111.077,111.077,2.538,,,78.000,44.600
2021-04-28 15:45:38 - 2021-04-28 15:55:38,62.000,Functional Strength Training (Indoor),,600.000,,,,1.000,0.000,0.000,0.000,0.000,115.000,115.000,,,,,
2021-04-29 11:58:44 - 2021-04-29 12:43:44,646.000,Cycling (Indoor),14.580,2700.000,,,,0.000,0.250,0.500,0.250,0.000,148.476,156.597,,19.400,26.100,,
2021-04-29 11:58:45 - 2021-04-29 12:46:04,453.926,Cycling (Indoor),,2838.839,,,,0.000,0.200,0.600,0.200,0.000,149.270,156.597,9.568,,,92.000,51.800
2021-04-29 17:47:33 - 2021-04-29 17:50:35,29.822,HIIT,,182.910,,,,0.000,0.130,0.609,0.087,0.174,148.826,184.000,10.012,,,64.000,57.200
2021-04-29 17:52:59 - 2021-04-29 18:26:54,154.540,Traditional Strength Training,,2034.318,,,,0.667,0.333,0.000,0.000,0.000,110.513,115.291,3.287,,,64.000,57.200
2021-04-30 10:20:15 - 2021-04-30 10:38:10,59.653,Walking,0.688,1074.815,15.157,608.864,590.068,1.000,0.000,0.000,0.000,0.000,85.759,87.555,4.139,,,58.000,51.800
2021-04-30 13:23:34 - 2021-04-30 13:59:19,154.835,Walking,2.010,2144.777,24.377,632.315,595.425,1.000,0.000,0.000,0.000,0.000,91.769,92.401,4.955,,,62.000,46.400
2021-04-30 20:03:17 - 2021-04-30 20:25:06,54.823,Walking,0.627,1308.367,18.537,599.848,574.427,1.000,0.000,0.000,0.000,0.000,87.039,87.425,3.273,,,61.000,42.800
2021-05-01 10:23:06 - 2021-05-01 10:37:28,33.059,Walking,0.325,861.643,7.218,601.958,595.958,1.000,0.000,0.000,0.000,0.000,75.453,79.741,3.018,,,33.000,57.200
2021-05-01 10:45:15 - 2021-05-01 11:14:49,105.304,Walking,1.380,1774.302,38.878,601.483,590.198,1.000,0.000,0.000,0.000,0.000,81.716,83.474,4.255,,,32.000,59.000
2021-05-01 11:33:42 - 2021-05-01 11:56:36,80.744,Walking,0.900,1374.186,27.362,602.885,582.650,1.000,0.000,0.000,0.000,0.000,78.204,80.666,4.292,,,34.000,62.600
2021-05-01 12:04:30 - 2021-05-01 12:25:37,60.164,Yoga,,1266.727,,,,1.000,0.000,0.000,0.000,0.000,73.080,75.446,3.520,,,36.000,62.600
2021-05-01 12:04:37 - 2021-05-01 12:24:37,73.000,Yoga (Indoor),,1200.000,,,,1.000,0.000,0.000,0.000,0.000,70.713,70.713,,,,,
2021-05-01 12:32:21 - 2021-05-01 12:47:09,101.208,Traditional Strength Training,,887.768,,,,0.000,1.000,0.000,0.000,0.000,121.503,121.503,6.669,,,36.000,64.400
2021-05-01 12:32:49 - 2021-05-01 12:47:49,94.000,Functional Strength Training (Indoor),,900.000,,,,0.000,1.000,0.000,0.000,0.000,131.500,135.000,,,,,
2021-05-01 17:23:41 - 2021-05-01 17:38:56,65.170,Walking,0.611,914.936,1.181,601.075,581.187,0.000,0.500,0.500,0.000,0.000,143.480,152.099,4.930,,,,
2021-05-02 13:31:58 - 2021-05-02 13:46:50,53.039,Walking,0.793,892.235,,596.564,539.661,1.000,0.000,0.000,0.000,0.000,95.659,97.922,4.404,,,,
2021-05-02 13:50:45 - 2021-05-02 14:03:37,54.156,Walking,0.713,772.113,13.419,599.179,546.687,1.000,0.000,0.000,0.000,0.000,101.064,101.915,4.969,,,40.000,82.400
2021-05-03 08:26:04 - 2021-05-03 08:44:13,74.547,Walking,1.026,1088.826,14.206,614.442,586.684,1.000,0.000,0.000,0.000,0.000,90.449,92.269,4.922,,,87.000,60.800
2021-05-03 16:04:16 - 2021-05-03 16:15:02,143.000,Cycling (Indoor),3.420,646.000,,,,0.000,1.000,0.000,0.000,0.000,125.722,129.000,,18.900,22.200,,
2021-05-03 16:04:47 - 2021-05-03 16:14:48,69.127,Cycling (Indoor),,601.573,,,,0.000,1.000,0.000,0.000,0.000,118.889,118.889,7.295,,,69.000,68.000
2021-05-03 16:17:41 - 2021-05-03 16:27:57,43.431,Functional Strength Training,,615.564,,,,1.000,0.000,0.000,0.000,0.000,108.183,108.183,4.990,,,68.000,69.800
2021-05-03 16:17:43 - 2021-05-03 16:27:43,62.000,Functional Strength Training (Indoor),,600.000,,,,,,,,,,,,,,,
2021-05-03 17:37:53 - 2021-05-03 18:24:46,247.046,Traditional Strength Training,,2813.320,,,,0.600,0.400,0.000,0.000,0.000,112.933,119.564,4.284,,,65.000,69.800
2021-05-04 08:28:11 - 2021-05-04 08:45:54,69.075,Walking,1.023,1063.132,15.453,612.702,584.608,1.000,0.000,0.000,0.000,0.000,89.664,90.969,4.736,,,90.000,53.600
2021-05-04 17:13:52 - 2021-05-04 17:39:27,211.188,Cycling (Indoor),,1535.082,,,,0.000,0.333,0.667,0.000,0.000,133.773,139.233,8.447,,,77.000,50.000
2021-05-04 17:13:57 - 2021-05-04 17:39:37,346.000,Cycling (Indoor),8.220,1540.000,,,,0.000,0.200,0.800,0.000,0.000,137.864,144.000,,19.300,23.500,,
2021-05-04 17:51:20 - 2021-05-04 18:11:35,51.311,Functional Strength Training,,1215.484,,,,1.000,0.000,0.000,0.000,0.000,92.554,97.018,3.400,,,74.000,51.800
2021-05-04 17:51:51 - 2021-05-04 18:11:51,125.000,Functional Strength Training (Indoor),,1200.000,,,,1.000,0.000,0.000,0.000,0.000,93.254,97.018,,,,,
2021-05-05 08:41:05 - 2021-05-05 08:59:57,78.693,Walking,1.147,1131.770,16.896,605.579,577.235,1.000,0.000,0.000,0.000,0.000,88.554,89.499,4.932,,,,
2021-05-05 12:14:23 - 2021-05-05 12:27:19,68.699,Cycling,2.456,776.891,40.978,641.141,590.441,0.000,0.000,0.500,0.500,0.000,152.177,162.439,6.173,,,51.000,53.600
2021-05-05 15:35:24 - 2021-05-05 15:45:30,78.916,Rowing,,606.127,,,,1.000,0.000,0.000,0.000,0.000,112.013,112.013,8.070,,,57.000,51.800
2021-05-05 15:46:54 - 2021-05-05 16:48:39,368.590,Traditional Strength Training,,3704.226,,,,0.333,0.667,0.000,0.000,0.000,120.240,134.285,5.156,,,58.000,51.800
2021-05-05 17:08:58 - 2021-05-05 17:21:25,80.926,Cycling,2.278,747.073,28.510,639.903,587.614,0.000,0.000,0.500,0.500,0.000,155.152,158.886,7.242,,,50.000,51.800
2021-05-05 19:27:49 - 2021-05-05 19:50:53,66.819,Walking,0.649,1384.280,22.080,608.650,571.714,1.000,0.000,0.000,0.000,0.000,97.518,99.792,3.576,,,56.000,46.400
2021-05-06 16:00:38 - 2021-05-06 17:08:11,312.860,Walking,4.019,4052.356,55.282,629.932,574.025,1.000,0.000,0.000,0.000,0.000,94.209,98.129,5.297,,,68.000,50.000
2021-05-07 08:49:04 - 2021-05-07 09:09:24,56.954,Yoga,,1219.773,,,,1.000,0.000,0.000,0.000,0.000,72.628,73.972,3.486,,,56.000,51.800
2021-05-07 08:49:15 - 2021-05-07 09:09:15,86.000,Yoga (Indoor),,1200.000,,,,,,,,,,,,,,,
2021-05-07 09:16:40 - 2021-05-07 09:33:11,64.440,Walking,0.603,991.603,24.442,624.640,580.396,1.000,0.000,0.000,0.000,0.000,97.527,110.708,4.463,,,52.000,53.600
2021-05-07 16:42:38 - 2021-05-07 16:52:50,44.591,Traditional Strength Training,,612.035,,,,1.000,0.000,0.000,0.000,0.000,106.747,106.747,3.810,,,56.000,51.800
2021-05-07 16:43:05 - 2021-05-07 16:53:05,62.000,Functional Strength Training (Indoor),,600.000,,,,0.000,1.000,0.000,0.000,0.000,122.333,124.000,,,,,
2021-05-08 09:01:25 - 2021-05-08 09:35:58,115.154,Walking,1.405,2073.509,22.572,605.697,586.417,1.000,0.000,0.000,0.000,0.000,84.383,88.124,4.066,,,65.000,46.400
2021-05-08 11:01:34 - 2021-05-08 11:22:16,65.633,Yoga,,1242.278,,,,1.000,0.000,0.000,0.000,0.000,78.281,78.462,3.117,,,54.000,48.200
2021-05-08 11:02:03 - 2021-05-08 11:22:03,81.000,Yoga (Indoor),,1200.000,,,,,,,,,,,,,,,
2021-05-08 12:39:02 - 2021-05-08 12:40:47,11.676,Walking,0.117,105.510,,596.389,595.542,0.211,0.789,0.000,0.000,0.000,117.474,122.000,7.532,,,48.000,51.800
2021-05-08 12:40:59 - 2021-05-08 13:04:39,109.639,Cycling,3.769,1420.724,17.159,628.430,590.099,0.000,0.000,0.667,0.333,0.000,150.919,158.954,5.562,,,48.000,51.800
2021-05-08 15:21:59 - 2021-05-08 15:40:49,84.092,Cycling,3.370,1130.805,19.423,615.446,589.007,0.000,0.000,0.500,0.500,0.000,155.036,156.748,5.455,,,47.000,48.200
2021-05-10 08:21:52 - 2021-05-10 08:44:43,82.134,Walking,1.031,1371.731,6.562,607.729,546.357,1.000,0.000,0.000,0.000,0.000,84.960,91.985,4.356,,,69.000,44.600
2021-05-10 08:45:12 - 2021-05-10 08:54:48,44.128,Functional Strength Training,,576.636,,,,1.000,0.000,0.000,0.000,0.000,114.212,114.212,5.281,,,69.000,44.600
2021-05-11 08:23:59 - 2021-05-11 08:42:19,85.356,Walking,1.011,1099.437,15.978,615.572,574.797,1.000,0.000,0.000,0.000,0.000,94.312,94.451,5.396,,,64.000,46.400
2021-05-11 11:19:46 - 2021-05-11 11:51:13,263.892,Traditional Strength Training,,1886.291,,,,0.000,0.333,0.333,0.334,0.000,146.401,159.015,8.059,,,48.000,51.800
2021-05-11 11:20:11 - 2021-05-11 11:50:11,187.000,Functional Strength Training (Indoor),,1800.000,,,,0.000,0.000,1.000,0.000,0.000,150.053,150.053,,,,,
2021-05-11 11:52:39 - 2021-05-11 12:07:48,88.747,Functional Strength Training,,908.407,,,,0.000,1.000,0.000,0.000,0.000,124.739,125.122,6.324,,,48.000,51.800
2021-05-11 11:53:06 - 2021-05-11 12:08:06,94.000,Functional Strength Training (Indoor),,900.000,,,,0.000,1.000,0.000,0.000,0.000,121.671,129.000,,,,,
2021-05-11 14:45:29 - 2021-05-11 15:32:29,187.873,Walking,2.679,2820.043,24.180,601.289,570.754,1.000,0.000,0.000,0.000,0.000,100.890,104.956,4.746,,,51.000,51.800
2021-05-12 12:36:17 - 2021-05-12 12:39:30,38.000,Cycling (Indoor),0.980,193.000,,,,,,,,,,,,18.200,19.800,,
2021-05-12 12:41:51 - 2021-05-12 13:11:51,435.000,Cycling (Indoor),9.320,1800.000,,,,,,,,,,,,18.600,29.600,,
2021-05-12 13:14:21 - 2021-05-12 13:24:21,62.000,Functional Strength Training (Indoor),,600.000,,,,,,,,,,,,,,,
2021-05-12 17:21:39 - 2021-05-12 17:51:39,136.000,Yoga (Indoor),,1800.000,,,,,,,,,,,,,,,
2021-05-12 18:08:48 - 2021-05-12 18:38:30,113.609,Walking,1.533,1782.676,17.881,600.887,574.312,1.000,0.000,0.000,0.000,0.000,82.611,84.059,4.601,,,,
2021-05-13 09:09:06 - 2021-05-13 09:33:31,93.178,Walking,1.143,1465.036,19.291,601.437,568.058,1.000,0.000,0.000,0.000,0.000,88.207,98.691,4.526,,,30.000,57.200
2021-05-13 17:04:53 - 2021-05-13 17:12:14,39.424,HIIT,,303.488,,,,0.000,1.000,0.000,0.000,0.000,132.892,132.892,8.145,,,22.000,66.200
2021-05-13 17:26:32 - 2021-05-13 18:11:32,3.000,Functional Strength Training (Indoor),,2700.000,,,,0.678,0.268,0.054,0.000,0.000,105.553,150.000,,,,,
2021-05-13 17:26:56 - 2021-05-13 17:46:56,156.553,Traditional Strength Training,,1199.091,,,,0.000,0.500,0.500,0.000,0.000,134.092,140.315,7.697,,,20.000,66.200
2021-05-13 17:27:15 - 2021-05-13 17:47:15,125.000,Functional Strength Training (Indoor),,1200.000,,,,0.000,0.000,1.000,0.000,0.000,146.438,150.000,,,,,
2021-05-13 17:48:58 - 2021-05-13 18:09:04,133.077,Traditional Strength Training,,1205.933,,,,0.000,1.000,0.000,0.000,0.000,126.400,130.824,6.329,,,20.000,66.200
2021-05-13 17:49:28 - 2021-05-13 18:09:28,125.000,Functional Strength Training (Indoor),,1200.000,,,,0.250,0.750,0.000,0.000,0.000,117.706,130.824,,,,,
2021-05-13 22:01:04 - 2021-05-13 22:11:45,40.023,Yoga,,641.257,,,,1.000,0.000,0.000,0.000,0.000,84.709,84.709,4.195,,,35.000,57.200
2021-05-13 22:01:21 - 2021-05-13 22:11:21,42.000,Yoga (Indoor),,600.000,,,,,,,,,,,,,,,
2021-05-14 12:19:23 - 2021-05-14 12:29:50,116.000,Cycling (Indoor),3.110,627.000,,,,,,,,,,,,17.800,20.700,,
2021-05-15 10:32:57 - 2021-05-15 10:43:16,30.873,Yoga,,619.318,,,,1.000,0.000,0.000,0.000,0.000,75.911,75.911,3.824,,,53.000,60.800
2021-05-15 10:33:21 - 2021-05-15 10:43:21,42.000,Yoga (Indoor),,600.000,,,,1.000,0.000,0.000,0.000,0.000,78.000,78.000,,,,,
2021-05-15 10:45:31 - 2021-05-15 11:07:30,32.114,Functional Strength Training,,1318.527,,,,1.000,0.000,0.000,0.000,0.000,85.775,87.029,2.459,,,53.000,60.800
2021-05-15 10:46:01 - 2021-05-15 11:06:01,125.000,Functional Strength Training (Indoor),,1200.000,,,,,,,,,,,,,,,
2021-05-15 14:31:58 - 2021-05-15 14:49:21,73.809,Walking,0.614,1042.274,,598.420,587.869,0.500,0.500,0.000,0.000,0.000,115.708,121.658,4.899,,,67.000,57.200
2021-05-15 16:55:28 - 2021-05-15 17:18:56,83.931,Cycling,3.948,1408.523,10.499,606.354,589.268,0.000,0.333,0.667,0.000,0.000,135.066,138.328,4.553,,,,
2021-05-17 10:46:50 - 2021-05-17 11:19:40,150.087,Walking,1.582,1970.140,159.350,10679.226,10474.038,1.000,0.000,0.000,0.000,0.000,92.733,101.772,5.259,,,,
2021-05-18 10:16:59 - 2021-05-18 10:45:18,129.781,Walking,1.451,1699.028,167.290,10604.681,10194.352,1.000,0.000,0.000,0.000,0.000,96.894,102.449,5.235,,,81.000,37.400
2021-05-19 10:02:57 - 2021-05-19 10:37:03,151.208,Walking,1.693,2045.929,140.715,10619.488,10403.710,1.000,0.000,0.000,0.000,0.000,93.675,103.317,5.153,,,71.000,42.800
2021-05-19 15:39:34 - 2021-05-19 16:32:59,277.664,Walking,2.864,3204.698,51.378,10558.776,9567.117,0.667,0.333,0.000,0.000,0.000,113.300,118.960,5.809,,,,
2021-05-20 11:40:49 - 2021-05-20 13:55:10,546.445,Walking,4.046,6998.535,787.303,11088.383,10219.697,0.786,0.214,0.000,0.000,0.000,110.957,128.204,4.813,,,46.000,51.800
2021-05-21 23:31:39 - 2021-05-21 23:37:09,22.000,Yoga (Indoor),,330.000,,,,1.000,0.000,0.000,0.000,0.000,87.079,113.000,,,,,
2021-05-23 12:23:04 - 2021-05-23 12:39:16,51.927,Walking,0.616,971.971,18.110,607.471,566.780,1.000,0.000,0.000,0.000,0.000,80.489,83.520,3.944,,,60.000,78.800
2021-05-23 12:49:48 - 2021-05-23 13:20:08,110.159,Walking,1.471,1820.068,18.307,611.800,589.974,1.000,0.000,0.000,0.000,0.000,87.449,90.780,4.432,,,60.000,78.800
2021-05-23 14:03:06 - 2021-05-23 14:40:24,136.619,Walking,1.376,2238.146,26.608,616.509,589.164,1.000,0.000,0.000,0.000,0.000,99.472,103.980,4.384,,,59.000,78.800
